path,label,num_frames
000473.mp4,0,102
000472.mp4,1,147
000469.mp4,0,125
000470.mp4,1,144
000475.mp4,1,104
000474.mp4,1,123
000483.mp4,1,140
000480.mp4,1,157
000485.mp4,0,106
000479.mp4,1,142
000486.mp4,1,111
000496.mp4,0,205
000495.mp4,1,417
000498.mp4,1,208
000497.mp4,1,217
000500.mp4,0,132
000499.mp4,1,214
000476.mp4,1,127
000502.mp4,1,135
000501.mp4,1,148
000471.mp4,1,127
000481.mp4,0,137
000482.mp4,1,160
000504.mp4,0,109
000503.mp4,1,138
000488.mp4,1,111
000505.mp4,1,119
000477.mp4,0,140
000484.mp4,1,157
000478.mp4,1,159
000487.mp4,1,107
000508.mp4,0,309
000515.mp4,0,157
000518.mp4,1,171
000510.mp4,1,314
000516.mp4,1,170
000511.mp4,1,332
000513.mp4,1,312
000519.mp4,0,119
000509.mp4,1,342
000517.mp4,1,159
000512.mp4,1,326
000520.mp4,1,117
000523.mp4,0,119
000529.mp4,1,121
000526.mp4,1,127
000521.mp4,1,119
000489.mp4,0,401
000514.mp4,1,315
000527.mp4,0,119
000525.mp4,1,121
000522.mp4,1,119
000490.mp4,1,426
000528.mp4,1,143
000524.mp4,1,127
000493.mp4,1,417
000531.mp4,0,111
000494.mp4,1,403
000492.mp4,1,425
000530.mp4,1,148
000491.mp4,1,405
000532.mp4,0,103
000533.mp4,1,123
000535.mp4,1,112
000540.mp4,0,129
000534.mp4,1,106
000538.mp4,1,106
000537.mp4,1,110
000536.mp4,0,104
000539.mp4,1,108
000542.mp4,1,132
000543.mp4,1,133
000541.mp4,1,140
000548.mp4,0,110
000553.mp4,0,104
000544.mp4,0,170
000551.mp4,1,114
000556.mp4,1,112
000549.mp4,1,121
000555.mp4,1,107
000550.mp4,1,113
000546.mp4,1,173
000545.mp4,1,194
000547.mp4,1,179
000559.mp4,1,230
000561.mp4,0,195
000560.mp4,1,241
000557.mp4,0,228
000566.mp4,0,144
000567.mp4,1,163
000562.mp4,1,214
000572.mp4,1,189
000570.mp4,0,105
000574.mp4,1,187
000564.mp4,1,212
000576.mp4,1,177
000580.mp4,0,117
000578.mp4,1,177
000582.mp4,1,119
000584.mp4,0,147
000581.mp4,1,144
000583.mp4,1,145
000585.mp4,1,161
000589.mp4,1,141
000590.mp4,1,127
000586.mp4,1,149
000506.mp4,1,111
000595.mp4,1,140
000507.mp4,1,119
000597.mp4,0,144
000596.mp4,1,156
000598.mp4,1,155
000599.mp4,1,146
000600.mp4,1,153
000601.mp4,0,143
000602.mp4,1,154
000558.mp4,1,241
000571.mp4,0,180
000554.mp4,1,123
000568.mp4,1,146
000605.mp4,0,143
000565.mp4,0,108
000552.mp4,0,160
000569.mp4,1,163
000573.mp4,1,182
000563.mp4,1,198
000606.mp4,1,149
000577.mp4,1,165
000579.mp4,0,126
000608.mp4,1,149
000607.mp4,1,145
000611.mp4,1,185
000575.mp4,0,163
000613.mp4,0,127
000609.mp4,0,183
000610.mp4,1,192
000616.mp4,1,134
000614.mp4,1,138
000615.mp4,1,130
000612.mp4,1,192
000618.mp4,1,146
000619.mp4,1,129
000625.mp4,0,111
000626.mp4,1,120
000620.mp4,1,135
000588.mp4,0,125
000617.mp4,0,126
000628.mp4,1,120
000587.mp4,1,161
000624.mp4,1,214
000627.mp4,1,113
000623.mp4,1,205
000621.mp4,0,203
000622.mp4,1,214
000592.mp4,0,122
000637.mp4,0,101
000594.mp4,1,154
000591.mp4,1,141
000636.mp4,1,182
000593.mp4,0,138
000629.mp4,0,208
000633.mp4,0,176
000632.mp4,1,222
000631.mp4,1,210
000635.mp4,1,178
000634.mp4,1,183
000630.mp4,1,221
000648.mp4,1,115
000647.mp4,1,109
000650.mp4,1,129
000651.mp4,1,118
000649.mp4,0,116
000654.mp4,1,128
000646.mp4,1,115
000645.mp4,0,107
000639.mp4,1,348
000638.mp4,0,312
000640.mp4,1,318
000641.mp4,1,333
000642.mp4,1,329
000652.mp4,1,129
000644.mp4,1,327
000663.mp4,1,106
000653.mp4,0,115
000655.mp4,1,117
000656.mp4,1,131
000662.mp4,1,111
000643.mp4,1,315
000661.mp4,0,105
000675.mp4,1,122
000667.mp4,1,156
000665.mp4,0,153
000668.mp4,1,165
000674.mp4,1,129
000671.mp4,1,215
000603.mp4,1,146
000670.mp4,1,224
000676.mp4,1,129
000672.mp4,1,216
000683.mp4,1,127
000677.mp4,0,197
000685.mp4,0,131
000682.mp4,1,141
000678.mp4,1,211
000684.mp4,1,144
000679.mp4,1,199
000686.mp4,1,147
000604.mp4,1,147
000693.mp4,1,117
000696.mp4,1,127
000695.mp4,0,108
000697.mp4,1,110
000698.mp4,1,125
000700.mp4,1,335
000701.mp4,1,307
000703.mp4,1,322
000658.mp4,1,110
000657.mp4,0,102
000664.mp4,1,111
000659.mp4,1,104
000660.mp4,1,110
000706.mp4,0,118
000681.mp4,0,125
000705.mp4,1,325
000707.mp4,1,119
000666.mp4,1,167
000669.mp4,0,212
000708.mp4,1,119
000673.mp4,0,120
000714.mp4,0,114
000710.mp4,0,138
000713.mp4,1,142
000711.mp4,1,149
000712.mp4,1,141
000709.mp4,1,119
000680.mp4,1,211
000715.mp4,1,123
000716.mp4,1,116
000691.mp4,0,116
000719.mp4,1,110
000692.mp4,1,106
000718.mp4,0,100
000687.mp4,1,133
000688.mp4,1,149
000720.mp4,1,102
000721.mp4,1,111
000717.mp4,1,123
000689.mp4,0,158
000724.mp4,1,202
000730.mp4,1,111
000726.mp4,0,122
000732.mp4,0,113
000728.mp4,0,109
000722.mp4,0,200
000734.mp4,1,114
000723.mp4,1,212
000690.mp4,0,162
000731.mp4,1,118
000733.mp4,1,121
000729.mp4,1,117
000727.mp4,0,155
000735.mp4,1,121
000694.mp4,1,106
000725.mp4,1,212
000737.mp4,1,139
000736.mp4,0,123
000738.mp4,1,125
000740.mp4,0,211
000743.mp4,1,227
000739.mp4,1,140
000744.mp4,0,189
000742.mp4,1,213
000745.mp4,1,218
000750.mp4,1,295
000746.mp4,1,191
000749.mp4,1,316
000699.mp4,0,303
000748.mp4,0,290
000752.mp4,1,306
000756.mp4,1,186
000751.mp4,1,314
000754.mp4,1,304
000753.mp4,1,292
000763.mp4,0,113
000759.mp4,0,164
000766.mp4,1,140
000764.mp4,1,142
000761.mp4,1,166
000765.mp4,1,115
000769.mp4,1,165
000768.mp4,1,172
000702.mp4,1,335
000767.mp4,0,163
000762.mp4,1,177
000778.mp4,0,141
000770.mp4,1,172
000780.mp4,1,143
000783.mp4,1,112
000784.mp4,1,103
000785.mp4,1,110
000704.mp4,1,305
000775.mp4,1,431
000772.mp4,1,445
000776.mp4,1,425
000771.mp4,0,423
000774.mp4,1,443
000777.mp4,1,431
000788.mp4,1,116
000789.mp4,1,127
000792.mp4,1,152
000795.mp4,1,129
000796.mp4,1,116
000797.mp4,1,119
000799.mp4,1,219
000801.mp4,1,219
000803.mp4,1,244
000755.mp4,0,173
000747.mp4,1,216
000741.mp4,1,227
000806.mp4,0,102
000807.mp4,1,116
000757.mp4,1,175
000808.mp4,1,104
000758.mp4,1,184
000805.mp4,1,244
000809.mp4,1,117
000810.mp4,0,119
000812.mp4,1,121
000811.mp4,1,128
000816.mp4,0,103
000813.mp4,1,127
000760.mp4,1,178
000782.mp4,0,101
000814.mp4,0,117
000815.mp4,0,119
000817.mp4,1,107
000779.mp4,1,160
000773.mp4,1,426
000818.mp4,1,104
000822.mp4,1,106
000819.mp4,1,107
000821.mp4,1,128
